VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_261_GAG58ANN80	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2952	3114	4596	Talaromin_A_Talaromin_A	6	2.0e-09	763.39	355.221	284.052	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)Nc2ccccc2C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N1	5.00
spectra-00000_PSM_262_5QX66DLUVP	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1759	1831	6500	Rhizonin_A_Rhizonin_A	6	2.1e-09	811.484	453.285	309.909	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(Cc2ccoc2)C(=O)NC(CC(C)C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccoc2)C(=O)N1	4.98
spectra-00000_PSM_263_3A5DQHTHIQ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	643	666	74	Haliclonamide_D_4'-O-(3-Methyl-2-butenyl)	6	2.1e-09	874.459	458.788	325.873	M+2H	2	CCC(C)C1C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C)c2nc(co2)C(=O)NC(Cc2ccc(cc2)OCC=C(C)C)C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N1	4.95
spectra-00000_PSM_264_HJZBFKACG9	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5722	6157	7838	Pleofungin_A_N2'-Ac	6	2.3e-09	1136.73	528.317	443.027	M+2H	2	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)OC(C)C(C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)N1)NC(=O)C(C(C)CC)N(C)C(=O)C	4.93
spectra-00000_PSM_265_D4ZWBUSH29	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1081	1118	7562	Kulokainalide_1_Kulokainalide_1	6	2.5e-09	890.515	406.764	360.457	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	4.91
spectra-00000_PSM_266_2R7DK8Y8W2	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2865	3021	8798	Microphycin_AL828	6	2.5e-09	828.438	465.285	318.206	M+2H	2	N12C(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)CCC(=O)O)[C@H](CC)C)C(C)C)Cc1ccc(cc1)O)CC(C)C	4.89
spectra-00000_PSM_267_N3Z21PJHYV	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2589	2720	8764	euryjanicin_B	6	2.5e-09	709.38	371.216	306.141	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	4.87
spectra-00000_PSM_268_K09VUG29UY	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4235	4512	2548	Cyclocitropside_B_Cyclocitropside_B	6	2.9e-09	799.398	400.234	346.838	M+2H	2	CC(C)CC1C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(=O)O)C(=O)N1	4.85
spectra-00000_PSM_269_NTRI7Q3NXN	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	495	510	4876	Phakellistatin_3,_9CI_cis-Isomer	6	4.0e-09	814.401	474.291	331.536	M+2H	2	CC(C)CC1C(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N1	4.82
spectra-00000_PSM_270_U6AUQHITL2	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2820	2973	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	6	4.7e-09	964.573	480.368	633.49	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	4.80
spectra-00000_PSM_271_YDY3PYFKSM	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1094	1134	5388	Daitocidin_Daitocidin_A1	6	4.8e-09	881.511	398.255	425.641	M+2H	2	CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)OC(C)CC(=O)NC(CCC(=O)O)C(=O)N1	4.78
spectra-00000_PSM_272_0VDKD468PF	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5028	5375	9313	Oscillacyclin	6	4.9e-09	994.476	510.303	372.178	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)[C@H](O)C)[C@H](O)C)CO)[C@H](CC)C)C)Cc1ccc(cc1)O)CC(=O)N	4.76
spectra-00000_PSM_273_XCYJZ17K0M	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2760	2906	7710	Pleofungin_C_Pleofungin_C	6	5.3e-09	1080.7	518.353	339.97	M+2H	2	CCC(C)C(C(=O)NC1C(C)OC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)O)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)OC1=O)NC	4.74
spectra-00000_PSM_275_J899TJDXPD	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	562	580	5330	Wewakazole_Wewakazole	7	5.5e-09	1140.54	540.331	346.079	M+2H	2	CCC(C)C1c2nc(co2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NCC(=O)NC(C(C)C)c2nc(c(C)o2)C(=O)NC(Cc2ccccc2)c2nc(co2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N1	5.13
spectra-00000_PSM_276_T02GSDZKX2	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7549	8434	5986	Wewakamide_A_Wewakamide_A	6	6.0e-09	994.647	504.338	320.804	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)N1C	5.11
spectra-00000_PSM_277_8NXIHFV9H9	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2114	2206	5986	Wewakamide_A_Wewakamide_A	6	6.0e-09	994.647	504.32	317.437	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)N1C	5.08
spectra-00000_PSM_278_ANR7FXVF81	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9296	10844	9088	Janthinocin_C	6	6.0e-09	1174.6	518.297	342.907	M+2H	2	C1(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C(CC)C)C(OC(=O)C(NC(=O)C(NC(=O)/C(=C/c2c[nH]c3c2cccc3)/NC(=O)C(NC(=O)/C(=C/C)/NC1=O)CO)CCCN)Cc1ccccc1)C(C)C)C(O)C)CO)C(C(C)C)O	5.06
spectra-00000_PSM_279_MD8HQ316ZK	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1715	1784	8855	phakellistatin_4	6	6.1e-09	789.406	365.233	282.644	M+2H	2	c1cc(ccc1)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CO)CCC2)[C@@H](O)C	5.04
spectra-00000_PSM_280_TK8P2JJ8HT	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9700	11455	7000	Gelatinase_biosynthesis-activating_pheromone_Gelatinase_biosynthesis-activating_pheromone	6	6.4e-09	1302.58	585.277	418.209	M+2H	2	CCC(C)C1C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CCC(=N)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCSC)C(=O)OCC(C(=O)N2CCCC2C(=O)NC(CC(=N)O)C(=O)N1)NC(=O)C(CC(=N)O)NC(=O)C(CCC(=N)O)N	5.02
spectra-00000_PSM_281_E8JRP2JQBP	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	206	212	6080	Antibiotic_FR_901469_Antibiotic_FR_901469	7	6.9e-09	1532.83	552.352	384.642	M+3H	3	CCCCCCCCCCCCCC1CC(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(C(C)C)C(=O)N2CC(CC2C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)N2CCC(C2C(=O)NC(C(CC(=N)O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)NC(CCCN)C(=O)O1)O)O	4.55
spectra-00000_PSM_282_O56A9X0XXM	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1967	2052	9313	Oscillacyclin	6	7.3e-09	994.476	466.294	362.384	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)[C@H](O)C)[C@H](O)C)CO)[C@H](CC)C)C)Cc1ccc(cc1)O)CC(=O)N	5.00
spectra-00000_PSM_283_2QM89KJ1MJ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	456	471	4876	Phakellistatin_3,_9CI_cis-Isomer	6	7.5e-09	814.401	452.278	326.091	M+2H	2	CC(C)CC1C(=O)N2C(CC3(c4ccccc4NC23)O)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N1	4.98
spectra-00000_PSM_284_TL1L56UW4T	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	171	176	4821	Wewakpeptin_A_7,7,8,8-Tetrahydro	6	8.0e-09	987.662	491.374	647.599	M+2H	2	CCCCCC1C(C)(C)C(=O)NC(C(C)CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)O1	4.96
spectra-00000_PSM_285_LZ647M8J6Q	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	703	726	636	Sch_378167_Sch_378167	6	8.3e-09	1137.63	505.39	755.034	M+2H	2	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)OC(C(C)CC)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N(C)C(C(C)C)C(=O)N(C)C(CCC(=O)O)C(=O)N1	4.94
spectra-00000_PSM_286_P982HZD5NC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8883	10214	7496	B_12489_B_12489C	6	8.6e-09	1114.64	540.903	668.875	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1)C(C)(C)O	4.92
spectra-00000_PSM_287_JXKGNX0V66	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	820	846	7562	Kulokainalide_1_Kulokainalide_1	6	8.7e-09	890.515	393.265	354.714	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	4.90
spectra-00000_PSM_288_F0HC688EMY	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	739	762	3031	(D-Hiv)2(Leu)4(Thr)7-Cyclosporin_A_8''-Hydroxy,_10-L-leucine_analogue	6	8.9e-09	1262.85	593.442	754.987	M+2H	2	CC(C)CC1C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)OC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C(C)CC=CCO)O)C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)N1	4.88
spectra-00000_PSM_289_1J3EGM1JFC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	6316	6849	3536	Crotosparsamide_Crotosparsamide	6	9.0e-09	828.449	378.191	340.023	M+2H	2	CC(C)CC1C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(=N)O)C(=O)NCC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1	4.86
spectra-00000_PSM_290_Z42CJHNXJ0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3630	3849	9313	Oscillacyclin	6	9.4e-09	994.476	488.287	367.024	M+2H	2	N12C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC2)Cc1ccccc1)[C@H](O)C)[C@H](O)C)CO)[C@H](CC)C)C)Cc1ccc(cc1)O)CC(=O)N	4.84
spectra-00000_PSM_291_O3KFGJ6AK9	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	531	549	7838	Pleofungin_A_N2'-Ac	6	1.1e-08	1136.73	562.343	350.542	M+2H	2	CCC(C)C1C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)O)C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)OC(C)C(C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)N1)NC(=O)C(C(C)CC)N(C)C(=O)C	4.82
spectra-00000_PSM_292_DFG5OX7BS3	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	617	640	9537	(D)-Ser-cyclosporin	6	1.8e-08	1217.84	665.5	725.047	M+2H	2	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](C/C=C/C)C)O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)CO)C)CC(C)C)C)CC(C)C)C)C(C)C)C	4.80
spectra-00000_PSM_293_60WGKWQ0JE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	10059	12031	215	Prenylagaramide_A_Prenylagaramide_A	6	2.1e-08	1080.49	562.265	434.416	M+2H	2	CC(=CCOc1ccc(cc1)CC1C(=O)NCC(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)N1)C	4.78
spectra-00000_PSM_294_7K4EK3M0VP	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7775	8738	8982	SCH-378161	6	3.4e-08	1122.63	520.377	540.226	M+2H	2	C1(=O)N(C(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)N3C(C(=O)NCC(=O)N(C1C(C)C)C)CCC3)Cc1ccccc1)C(CC)C)CCC(=O)O)C)C(C)C)CCC2)C(CC)C)CCC(=O)N)C	4.76
spectra-00000_PSM_295_UWTG1E758J	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1630	1697	3552	Minutissamide_A_Minutissamide_A	6	4.8e-08	1117.61	550.352	450.573	M+2H	2	CCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	4.74
spectra-00000_PSM_296_0CQMJXJGVC	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7140	7874	7496	B_12489_B_12489C	6	7.7e-08	1114.64	516.337	431.106	M+2H	2	CC=C1C(=O)NC(CC(C)C)C(=O)NC(CN)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)OC(CCCC(C)C)CC(=O)NC(CN)C(=O)NC(Cc2ccccc2)C(=O)NC(CCN)C(=O)N1)C(C)(C)O	4.72
spectra-00000_PSM_297_6OCN3KB2AA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8132	9198	3536	Crotosparsamide_Crotosparsamide	6	7.7e-08	828.449	384.259	407.991	M+2H	2	CC(C)CC1C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(=N)O)C(=O)NCC(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1	4.71
