"","Mo_2019_122_C"
"1140_171.1379_10.0408_-1_Massbank:LU071701 epsilon-Decalactone|7-butyloxepan-2-one_Massbank:NA002969 Isophorone|3,5,5-trimethylcyclohex-2-en-1-one_NA_Organic compounds_Organoheterocyclic compounds_Lactones_NA","3.659984e+07"
"1141_316.197_2.6628_628_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Tetrahydroisoquinolines_NA","1.876567e+08"
"1142_258.2217_7.9752_89_N/A_cerulenin_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","3.617380e+08"
"1143_406.3469_10.3106_-1_N/A_forskolin_NA_no matches_no matches_no matches_no matches","2.353528e+08"
"1144_348.2898_9.282_-1_N/A_Theophylline_NA_no matches_no matches_no matches_no matches","9.409874e+07"
"1145_217.1224_9.1803_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","7.297955e+06"
"1146_388.2697_5.3378_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.230491e+08"
"1147_343.2117_5.8217_46_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","5.783190e+07"
"1148_348.1521_4.6937_1439_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","8.024678e+07"
"1149_228.2686_9.706_73_N/A_Massbank:LU080702 Azacyclotridecan-2-one_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","4.173245e+07"
"1150_292.2635_8.5658_422_N/A_Massbank:AU204501 D617|2-(3,4-dimethoxyphenyl)-5-(methylamino)-2-propan-2-ylpentanenitrile_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","6.917862e+07"
"1151_301.272_9.6073_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","3.576868e+08"
"1152_247.1901_10.0421_-1_N/A_2-methoxyethyl 5-hydroxy-2-methyl-1-(3-methylphenyl)benzo[g]indole-3-carboxyla te_NA_no matches_no matches_no matches_no matches","3.294109e+07"
"1153_332.2796_9.7613_461_Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14_Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","6.077345e+07"
"1154_319.2091_10.7615_32_N/A_Himbacine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.534779e+08"
"1155_299.1106_6.9779_-1_Spectral Match to Triethyl citrate from NIST14_Massbank:EQ333101 Meperidine|ethyl 1-methyl-4-phenylpiperidine-4-carboxylate_NA_no matches_no matches_no matches_no matches","5.359756e+07"
"1156_245.1384_5.0617_890_N/A_AZELAIC ACID_NA_Organic compounds_Organoheterocyclic compounds_Fatty Acyls_NA","5.481157e+07"
"1157_297.184_9.4796_1610_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","9.160996e+05"
"1158_253.1435_9.4926_168_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_NA","3.597362e+07"
"1159_328.1599_3.145_379_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","9.863888e+07"
"1160_349.2384_5.6764_2485_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Stilbenes_NA","5.874388e+07"
"1161_174.1489_4.1901_-1_N/A_Massbank:UF411402 Gabapentin|1-(Aminomethyl)cyclohexaneacetic acid| 2-[1-(aminomethyl)cyclohexyl]acetic acid_NA_no matches_no matches_no matches_no matches","5.955106e+07"
"1162_279.0864_3.2476_240_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","9.875648e+07"
"1163_358.2954_10.5488_86_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Sphingolipids_Ceramides","3.660420e+07"
"1164_423.275_5.0602_NA_NA_NA_NA_NA_NA_NA_NA","6.933245e+07"
"1165_390.3154_10.1224_302_N/A_Massbank:PR301450 Convolidine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","4.831159e+07"
"1166_305.1934_10.4494_32_N/A_5-(hydroxyimino)-2,15-dimethyltetracyclo[8.7.0.0.0]heptadecan-14-o l_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","2.840080e+08"
"1167_179.0637_4.391_3049_THEOPHYLLINE_Massbank:NA000817 Bergapten/Heraclin_NA_Organic compounds_Organoheterocyclic compounds_Imidazopyrimidines_Purines and purine derivatives","6.632274e+07"
"1168_256.206_7.4658_89_N/A_Massbank:EQ303102 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","4.357455e+08"
"1169_196.0942_3.1946_-1_N/A_Massbank:EQ360001 Flurtamone|5-(methylamino)-2-phenyl-4-[3-(trifluoromethyl)phenyl]furan-3-one_NA_no matches_no matches_no matches_no matches","8.419770e+07"
"1170_442.2819_7.226_503_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA","1.241806e+08"
"1171_420.3312_11.1881_1110_N/A_Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","3.672723e+07"
"1172_528.3647_6.6989_176_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","4.230426e+07"
"1173_528.4104_10.3955_671_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","3.022056e+07"
"1174_284.2068_2.3314_764_N/A_Massbank:AU163131 Flurazepam|7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA","1.517946e+08"
"1176_408.3627_10.359_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","2.458498e+08"
"1177_360.2233_3.0575_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.258203e+08"
"1178_362.3782_10.2167_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","1.596621e+08"
"1179_358.347_10.2407_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","3.246407e+08"
"1180_322.3469_10.0465_-1_N/A_Massbank: Gabapentin-lactam|2-azaspiro[4.5]decan-3-one_NA_no matches_no matches_no matches_no matches","1.811273e+08"
"1181_242.1752_6.4666_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.158669e+07"
"1182_362.284_9.8542_-1_N/A_3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether_NA_no matches_no matches_no matches_no matches","1.563720e+08"
"1183_228.1959_10.3052_209_N/A_VITAMIN K1_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA","3.615325e+07"
"1184_572.4368_10.3787_1781_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_Steroid lactones","2.654158e+07"
"1185_428.7777_6.1014_-1_N/A_NA_hymenamide_D_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","6.504779e+07"
"1186_370.3066_6.9694_124_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Amino acids, peptides, and analogues","3.830264e+07"
"1187_453.3436_4.3814_552_N/A_(1S,2R,9R,10S,12S)-12-hydroxy-7,15-diazatetracyclo[7.7.1.0^{2,7}.0^{10,15}]heptadecan-6-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","5.125264e+07"
"1188_335.2056_0.6953_1605_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Lupin alkaloids_Lupinine-type alkaloids","2.671048e+07"
"1189_274.253_9.3855_360_Massbank:EA295810 Fenpropidin|1-[3-(4-tert-butylphenyl)-2-methyl-propyl]piperidine_NCGC00385599-01!1-methyl-2-nonylquinolin-4-one [IIN-based: Match]_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","4.788338e+08"
"1192_744.4377_8.5205_7_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","6.759552e+07"
"1193_405.2284_5.843_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.216252e+07"
"1194_384.238_9.1669_2083_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_Amino acids, peptides, and analogues","3.952923e+07"
"1195_354.2488_5.6295_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.438388e+07"
"1196_292.2999_9.4719_1719_N/A_Himbacine_NA_Organic compounds_Organoheterocyclic compounds_Pyrrolines_NA","2.984993e+08"
"1197_363.2191_10.5266_517_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","2.809960e+07"
"1198_569.3698_6.5073_202_N/A_Spectral Match to Undecaethylene glycol from NIST14_Cyclosporin,_9CI_4-L-Leucine,_10-L-alanine_analogue_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","4.020966e+07"
"1200_294.3156_9.731_-1_N/A_Spectral Match to trans-EKODE-(E)-Ib from NIST14_NA_no matches_no matches_no matches_no matches","1.946082e+08"
"1201_319.0516_10.3749_744_Gossypetin_Drospirenone_NA_Organic compounds_Phenylpropanoids and polyketides_Benzene and substituted derivatives_NA","2.762071e+07"
"1202_404.2493_3.3762_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","1.077273e+08"
"1203_268.097_6.3693_81_N/A_Vanillylmandelic acid_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","4.490925e+07"
"1204_335.2225_4.6143_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides","6.286303e+07"
"1205_253.1281_2.5737_321_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Benzoquinolines","1.106765e+08"
"1206_282.2793_11.8242_87_Spectral Match to 9-Octadecenamide, (Z)- from NIST14_Spectral Match to Oleic acid ethyl ester from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides","8.405951e+07"
"1207_317.28_8.1065_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.342875e+07"
"1208_374.3783_10.2045_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","1.511852e+08"
"1209_291.2166_7.557_3236_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Benzoic acids and derivatives","6.020760e+07"
"1210_372.3627_10.1226_1336_N/A_Himbacine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Triterpenoids","1.047591e+08"
"1211_375.2488_4.1332_147_N/A_ethyl 1-{[(3,4-dimethoxyphenyl)carbonylamino]methyl}piperidine-4-carboxylate_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","4.378978e+07"
"1212_747.4148_7.1722_77_N/A_Hydrocortisone_NA_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Amines","4.581758e+07"
"1213_244.2061_7.0998_324_N/A_Massbank:EQ359001 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","4.574076e+08"
"1214_184.1332_4.9723_147_N/A_Spectral Match to Sebacic acid monomethyl ester from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","5.773881e+07"
"1215_369.1523_9.6567_2684_N/A_Norethisterone acetate_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_Furanocoumarins","2.587531e+07"
"1216_364.3422_10.7505_588_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids","7.104323e+07"
"1217_405.1893_4.9622_1944_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","5.341464e+07"
"1218_302.1963_5.7672_509_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","1.637864e+08"
"1219_334.2741_8.585_465_N/A_Massbank:KW104403 N-(n-octyl)-2-pyrrolidinone_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Phenethylamines","4.855872e+07"
"1220_664.5626_11.275_68_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","5.380254e+07"
"1221_345.2272_6.1565_343_N/A_Massbank:AC000271 Verrucarol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.886518e+07"
"1222_548.291_4.4743_379_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","6.314336e+07"
"1223_308.2373_9.5987_748_N/A_Massbank:LU033301 AM580|4-{[(5,5,8,8-Tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino}benzoic acid|4-[(5,5,8,8-tetramethyl-6,7-dihydronaphthalene-2-carbonyl)amino]benzoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","4.571264e+08"
"1224_375.2557_7.1538_100_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","4.661737e+07"
"1225_347.1701_9.657_2384_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","2.590244e+07"
"1226_277.1622_10.136_32_N/A_Spectral Match to (.+/-.)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-eicosapentaenoic acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","9.370827e+07"
"1227_313.2372_8.7979_100_N/A_Spectral Match to 12,13-DiHOME from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","3.903146e+07"
"1229_375.2377_6.6382_343_N/A_4-acetyloxy-8-(3-oxo-2-pent-2-enylcyclopenten-1-yl)octanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","5.449584e+07"
"1230_678.479_10.712_309_N/A_Spectral Match to p-tert-Octylphenol nonaglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","3.477231e+07"
"1231_450.3427_8.4699_100_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","4.565203e+07"
"1232_398.3266_10.7985_903_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acid esters","4.356238e+07"
"1233_254.1753_7.5283_-1_N/A_Dendrobine_NA_no matches_no matches_no matches_no matches","3.488344e+07"
"1234_340.7252_5.6643_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","4.467128e+07"
"1235_416.2487_3.9586_292_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","1.071898e+08"
"1236_424.3634_10.7388_2309_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids","5.397790e+07"
"1237_336.3625_10.1483_-1_N/A_(2R,6R)-2-methyl-6-pentadecylpiperidine_NA_no matches_no matches_no matches_no matches","1.347989e+08"
"1238_294.2639_10.0952_2603_N/A_Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids","2.711389e+07"
"1240_282.2217_8.1759_2024_N/A_Massbank:EQ359001 2,6-Di-tert-butylpyridine|2,6-ditert-butylpyridine|2,6-Bis(2-methyl-2-propanyl)pyridine_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Phenylpropylamines","1.929960e+08"
"1241_212.1492_1.8325_110_N/A_(2E)-3-(4-hydroxy-3-methoxyphenyl)-2-propenoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.277561e+08"
"1242_450.3428_7.678_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","2.455069e+07"
"1243_295.2259_8.8318_100_N/A_Gestoden_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","4.520701e+07"
"1244_327.1419_8.7161_-1_N/A_Drospirenone_NA_no matches_no matches_no matches_no matches","3.112799e+07"
"1245_418.3681_11.7788_68_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","5.796652e+07"
"1246_550.3465_6.7036_1671_N/A_methyl 15-acetyl-5-ethyl-5,15-diazahexacyclo[14.2.2.1.0.0.0]henicosa-9,11,13-triene-17-carboxylate, iodide_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA","3.223694e+07"
"1247_620.4369_10.4425_309_N/A_Spectral Match to p-tert-Octylphenol nonaglycol ether from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acid esters","3.072066e+07"
"1248_227.1754_2.4761_552_N/A_Massbank:NA000222 13a-Hydroxylupanin|Hydroxylupanine|(1S,2R,9S,10S,12S)-12-hydroxy-7,15-diazatetracyclo[7.7.1.0^{2,7}.0^{10,15}]heptadecan-6-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates","1.074007e+08"
"1249_387.2743_7.6626_100_N/A_Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Diterpenoids","2.651185e+07"
"1250_341.2437_5.5879_176_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","3.442483e+07"
"1251_435.3947_11.0419_176_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA","4.275829e+07"
"1252_445.2873_5.169_-1_N/A_NA_Kahalalide_B_Kahalalide_B_Organic compounds_Organic acids and derivatives_Peptidomimetics_Depsipeptides","2.310067e+07"
"1253_402.2487_8.3685_269_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Benzene and substituted derivatives_NA","3.575255e+07"
"1254_287.2402_10.9593_32_Spectral Match to cis-5,8,11,14-Eicosatetraenoic acid from NIST14_Spectral Match to Cholesta-4,6-dien-3-one from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.093683e+08"
"1255_383.2042_10.6075_1198_N/A_(6-methyl-6-azabicyclo[4.4.0]dec-2-yl)methyl 2,2-dimethylpropanoate, iodide_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","2.109982e+07"
"1257_270.1547_2.5558_321_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Quinolines and derivatives_Benzoquinolines","6.493714e+07"
"1258_263.1465_9.7588_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","1.696079e+08"
"1259_202.1437_5.0249_147_N/A_8-acetamido-2-methyl-7-oxononanoic acid_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","5.709273e+07"
"1260_196.1543_1.0685_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","8.899951e+07"
"1261_298.186_2.5698_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","6.917983e+07"
"1262_304.2999_9.454_-1_N/A_Himbacine_NA_no matches_no matches_no matches_no matches","2.295378e+08"
"1263_562.3072_5.1225_383_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_Amino acids, peptides, and analogues","4.941147e+07"
"1264_294.2216_9.3072_-1_N/A_Quercetin_NA_no matches_no matches_no matches_no matches","3.647545e+08"
"1265_333.2247_10.9375_32_N/A_Himbacine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.560711e+08"
"1266_315.2644_7.2052_24_N/A_CocamidoprpylBetaine_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","3.006409e+07"
"1267_375.2377_6.419_343_N/A_4-acetyloxy-8-(3-oxo-2-pent-2-enylcyclopenten-1-yl)octanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","7.073380e+07"
"1268_335.2403_11.0694_32_N/A_ST092794_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA","1.566688e+08"
"1269_572.4171_10.4275_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","3.907679e+07"
"1270_325.201_5.7838_877_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones","7.883750e+07"
"1271_172.1332_8.1082_307_Altretamine_Massbank:EQ329905 Dopamine|4-(2-aminoethyl)benzene-1,2-diol_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","3.240523e+07"
"1272_156.1019_3.1566_147_N/A_Spectral Match to DL-Norepinephrine from NIST14_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA","8.221784e+07"
"1273_360.2538_6.0948_94_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids","7.431501e+07"
"1274_443.2852_4.9729_-1_N/A_NA_NA_no matches_no matches_no matches_no matches","5.255332e+07"
"1275_170.1176_7.0365_1608_N/A_Massbank:LU119203 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","3.835596e+07"
